-0.99458,-1,-0.48466,-0.85354,-0.92219,-0.80119,-0.97314,-0.89438,-0.90271,-0.99731,-0.63665,0.38648,89
-1,-1,-0.95171,-0.97892,-0.98605,-0.98012,-0.99328,-0.99893,-0.9826,-0.99858,-0.90461,0.52581,98
-0.99892,-1,-0.59835,-0.92282,-0.931,-0.98012,-0.99328,-0.76343,-0.92655,-0.99872,-0.96475,0.52956,90
-0.99892,-0.99652,-0.86208,-0.96837,-0.97981,-0.94036,-0.97985,-0.92758,-0.98576,-0.99915,-0.48714,0.52249,96
-0.9935,-0.98261,-0.71722,-0.95407,-0.96476,-0.94036,-0.97314,-0.90608,-0.9386,-0.99915,-0.96943,-0.12406,92
-0.99675,-0.99304,-0.74144,-0.95294,-0.95779,-0.94036,-0.96642,-0.94615,-0.88662,-0.99844,-0.92683,-0.052144,91
-0.99458,-1,-0.2261,-0.81099,-0.88145,-0.80119,-0.97985,-0.86883,-0.8294,-0.99872,-0.58152,0.46796,87
-0.98591,-0.97217,-0.31524,-0.88931,-0.93246,-0.72167,-0.89926,-0.92422,-0.92337,-0.99915,-0.88022,-0.11384,83
-0.32575,0.8887,-0.11773,-0.82154,-0.89356,-0.88072,-0.8724,-0.86807,-0.85893,-0.99858,-0.92115,-0.053295,73
-0.96965,-0.92,0.026486,-0.84864,-0.9376,-0.58251,-0.8321,-0.64042,-0.95603,-0.99872,-0.93618,-0.10902,72
-0.98699,-0.96522,-0.72965,-0.96386,-0.97394,-0.86084,-0.97314,-0.90658,-0.97335,-0.99844,-0.92366,-0.11747,90
-0.99133,-0.99304,-0.4832,-0.81288,-0.8686,-0.58549,-0.90665,-0.3453,-0.75288,-0.99929,-0.8844,-0.008163,81
-0.99783,-0.99652,-0.97674,-0.99398,-0.99376,-0.92048,-0.97314,-0.97287,-0.97647,-0.99986,0.17541,0.64605,96
-0.99892,-1,-0.81153,-0.99134,-0.99119,-0.94036,-0.85897,-0.96244,-0.99114,-0.99915,-0.2424,0.63084,97
-0.93821,-0.8087,-0.83624,-0.96197,-0.97357,-0.98012,-0.99328,-0.9838,-0.96087,-0.99972,-0.85199,-0.13278,93
-0.97615,-0.94783,-0.26195,-0.84827,-0.90787,-0.76143,-0.89255,-0.57055,-0.67507,-0.99802,-0.86285,0.19803,82
-0.95881,-0.89565,-0.050065,-0.89345,-0.93173,-0.42346,-0.79852,-0.68271,-0.77344,-0.99908,-0.97361,-0.094351,71
-0.97182,-0.99304,-0.14486,-0.82342,-0.91228,-0.3837,-0.44929,-0.74024,-0.78318,-0.99802,-0.98881,-0.027114,67
-0.99458,-0.98957,-0.40617,-0.93938,-0.94788,-0.88072,-0.9597,-0.86347,-0.82275,-1,-0.89225,-0.12054,87
-0.96531,-0.85391,-0.64115,-0.91114,-0.92476,-0.60239,-0.94627,-0.87471,-0.96359,-1,-0.97494,-0.087394,83
-0.99892,-1,-0.72432,-0.9439,-0.96623,-0.92048,-0.96642,-0.96516,-0.93914,-1,-0.79886,-0.065484,90
-0.99783,-1,-0.33479,-0.9247,-0.9343,-0.82107,-0.97985,-0.93336,-0.95084,-0.99915,-0.90895,0.55224,86
-0.99783,-0.99652,-0.85837,-0.97477,-0.98275,-0.98012,-0.99328,-0.99582,-0.97513,-0.99908,-0.97294,-0.096123,96
-1,-1,-0.97642,-0.99021,-0.99082,-0.98012,-0.99328,-0.99909,-0.99343,-0.99957,-0.80939,0.57546,91
-0.95664,-0.96174,-0.46819,-0.89571,-0.92843,-0.72167,-0.85897,-0.82195,-0.96981,-1,-0.83796,-0.025742,86
-0.94038,-1,-0.26631,-0.88855,-0.92072,0.60736,0.24009,-0.85694,-0.96869,-1,-0.97795,-0.016759,52
-0.98482,-0.98609,-0.76324,-0.86747,-0.91595,-0.78131,-0.93956,-0.62906,-0.80882,-1,-0.94871,-0.045752,88
-0.99892,-1,-0.86773,-0.95896,-0.9699,-0.96024,-0.95299,-0.99629,-0.9825,-0.99716,-0.86067,-0.051479,95
-0.99241,-0.99652,-0.64309,-0.92432,-0.96807,-0.94036,-0.9597,-0.10389,-0.96465,-0.99872,-0.99282,-0.1223,76
-0.99783,-0.99652,-0.67313,-0.95181,-0.96954,-0.92048,-0.96642,-0.92041,-0.90869,-0.99943,-0.94153,-0.11976,89
-0.99892,-1,-0.79603,-0.97741,-0.98752,-0.98012,-0.99328,-0.98601,-0.98219,-0.99972,-0.84447,-0.049452,94
-0.99024,-0.97217,-0.9417,-0.95369,-0.97284,-0.98012,-0.99328,-0.76956,-0.94471,-0.99986,-0.79168,0.56963,96
-0.96531,-0.90956,-0.5,-0.87048,-0.91265,-0.9006,-0.95299,-0.91364,-0.92391,-0.99887,-0.94153,0.17273,80
-0.9729,-1,-0.47723,-0.92771,-0.95449,-0.3827,-0.39422,-0.83261,-0.94801,-0.99879,-0.98697,-0.019662,76
-0.98266,-0.9513,-0.79748,-0.9567,-0.97247,-0.92048,-0.97985,-0.74582,-0.79803,-0.99844,-0.8834,0.34769,87
-1,-1,-0.948,-0.98757,-0.97614,-0.92048,-0.97985,-0.98975,-0.94703,-1,-0.98045,0.55699,97
-1,-1,-0.98805,-0.98795,-0.99486,-0.98012,-0.99328,-0.79774,-0.74776,-0.99872,-0.3991,0.62268,97
-0.98591,-0.92696,-0.96528,-0.99511,-0.99743,-0.98012,-0.99328,-0.99971,-0.99646,-0.99943,-0.80371,0.56046,91
-0.99783,-1,-0.81734,-0.9695,-0.9721,-0.96024,-0.97985,-0.98323,-0.94606,-0.51949,-0.99365,-1,0
-0.98591,-0.98957,-0.75097,-0.97289,-0.98055,-0.92048,-0.89926,-0.95535,-0.97801,-1,-0.91063,-0.079178,91
-0.96423,-0.85044,-0.75711,-0.94164,-0.9622,-0.98012,-0.99328,-0.99084,-0.96983,-1,-0.96692,-0.089347,92
-0.99024,-0.99652,-0.48046,-0.85806,-0.9376,-0.3837,-0.35527,-0.97264,-0.96959,-0.99965,-0.97778,-0.016515,76
-0.95556,-0.8887,-0.17781,-0.93261,-0.95816,-0.72266,-0.75856,-0.95335,-0.93116,-0.99901,-0.97427,0.44755,80
-0.99783,-0.99652,-0.9895,-0.99812,-0.99376,-0.98012,-0.99328,-0.99209,-0.99189,-1,0.06699,0.66843,99
-0.99783,-1,-0.93136,-0.97402,-0.98312,-0.78131,-0.92612,-0.95469,-0.97005,-0.99986,-0.94922,0.61674,85
-0.9664,-0.86783,-0.83269,-0.94842,-0.95706,-0.6829,-0.96642,-0.93548,-0.99499,-0.99957,0.2125,0.65885,92
-1,-1,-0.99192,-0.99661,-0.9967,-0.98012,-0.99328,-0.99986,-0.99575,-1,0.19796,0.65827,99
-0.99133,-1,-0.54021,-0.84827,-0.8664,-0.64215,-0.89926,-0.79872,-0.7821,-0.99872,-0.16773,0.49076,86
-0.99783,-0.99652,-0.41441,-0.89721,-0.95008,-0.96024,-0.96642,-0.69321,-0.76346,-0.99787,-0.37972,0.18871,90
-0.98808,-0.98609,-0.40488,-0.87425,-0.89099,-0.60239,-0.92612,-0.86208,-0.84445,-0.99986,-0.93134,-0.037653,80
-0.93929,-0.78435,-0.70607,-0.94729,-0.96697,-0.82107,-0.87911,-0.7473,-0.8929,-0.99943,-0.91681,-0.032372,82
-0.99783,-0.99304,-0.78763,-0.95218,-0.9655,-0.98012,-0.99328,-0.83365,-0.98278,-0.99929,-0.95205,-0.12705,95
-0.97507,-0.8887,-0.47578,-0.91416,-0.96183,-0.88072,-0.89926,-0.87732,-0.86083,-0.99688,-0.33796,0.43191,88
-1,-1,-0.95413,-0.94127,-0.98165,-0.98012,-0.99328,-0.83324,-0.77158,-0.99901,-0.78817,0.55642,97
-0.98157,-0.9687,-0.84835,-0.95557,-0.97724,-0.9006,-0.95299,-0.45879,-0.79235,-1,-0.95757,-0.062689,76
-0.99892,-1,-0.86289,-0.95821,-0.98605,-0.94036,-0.97985,-0.82942,-0.97096,-0.99929,0.039926,0.64529,96
-0.99675,-0.98957,-0.70413,-0.84149,-0.93907,-0.92048,-0.97314,-0.47862,-0.063138,-0.99943,-0.90311,-0.067633,88
-0.99241,-1,-0.41069,-0.81099,-0.6436,-0.42346,-0.94627,-0.81556,-0.90485,-0.99773,-0.84531,0.5202,79
-0.99892,-0.99652,-0.8792,-0.96837,-0.98642,-0.98012,-0.99328,-0.96322,-0.90973,-1,0.11159,0.62166,96
-0.95664,-0.81217,-0.8813,-0.99172,-0.99046,-0.98012,-0.99328,-0.99957,-0.98894,-0.99929,-0.22285,0.54039,96
-1,-1,-0.98175,-0.99096,-0.99449,-0.98012,-0.99328,-0.93301,-0.99598,-0.99957,0.21066,0.65867,97
-0.99566,-1,-0.54587,-0.90889,-0.92733,-0.62227,-0.95299,-0.88906,-0.97754,-0.99858,-0.97962,0.28188,86
-0.9935,-0.98609,-0.60207,-0.9311,-0.95926,-0.94036,-0.97985,-0.91529,-0.96769,-0.99972,-0.82426,-0.13008,90
-0.98266,-0.9513,-0.67345,-0.95858,-0.97174,-0.92048,-0.9597,-0.97894,-0.9554,-0.99858,-0.87671,-0.11674,90
-0.96748,-0.95478,-0.37774,-0.76995,-0.81391,-0.58251,-0.9597,-0.74151,-0.70651,-0.99986,-0.97728,-0.035097,79
-0.99024,-0.99304,-0.41198,-0.89684,-0.91962,-0.88072,-0.86568,-0.84601,-0.5991,-0.99872,-0.94203,-0.12191,79
-0.95989,-0.98609,-0.45252,-0.85618,-0.95963,-0.5835,-0.79886,-0.7722,-0.9857,-0.99773,-0.88122,0.16381,80
-0.93496,-0.75304,-0.59012,-0.89345,-0.89246,-0.9006,-0.89255,-0.97426,-0.96016,-1,-0.92483,-0.017943,88
-0.9935,-0.98957,-0.8553,-0.97854,-0.98055,-0.98012,-0.99328,-0.89356,-0.91627,-0.99915,-0.71032,0.36031,93
-0.98916,-0.96522,-0.49693,-0.91868,-0.96586,-0.94036,-0.97985,-0.92494,-0.95007,-0.99965,-0.97394,-0.11126,89
-0.98374,-0.99652,-0.91376,-0.97967,-0.9956,-0.88072,-0.95299,-0.71389,-0.99585,-0.99915,0.16104,0.67291,93
-0.99133,-0.98957,-0.35546,-0.85505,-0.86199,-0.88072,-0.94627,-0.79455,-0.91736,-0.99872,-0.66605,0.38297,84
-0.92629,-0.73217,-0.56961,-0.92056,-0.94678,-0.64115,-0.79147,-0.85745,-0.93803,-0.99879,-0.95506,-0.058532,82
-0.99675,-1,-0.92345,-0.9823,-0.97761,-0.74155,-0.89255,-0.95039,-0.715,-0.99943,-0.96408,0.61112,81
-0.85691,-0.63478,-0.69347,-0.93562,-0.95155,-0.96024,-0.98657,-0.92477,-0.91054,-1,-0.87655,-0.10057,91
-0.98916,-0.97913,-0.49289,-0.7933,-0.80951,-0.76243,-0.85292,-0.62849,-0.57859,-0.99972,-0.86385,0.0039368,81
-0.99783,-1,-0.51712,-0.93449,-0.95999,-0.98012,-0.99328,-0.5831,-0.96274,-0.99915,-0.97611,-0.036516,91
-0.99566,-0.98957,-0.71286,-0.94804,-0.96844,-0.98012,-0.99328,-0.96213,-0.9364,-0.99901,-0.65887,0.53386,95
-1,-1,-0.56993,-0.94654,-0.92145,-0.98012,-0.99328,-0.92499,-0.8946,-0.99929,-0.97143,0.52347,90
-0.93062,-0.71478,-0.62322,-0.83057,-0.9321,-0.88072,-0.97314,-0.53749,-0.37124,-0.99929,-0.91647,-0.071831,88
-1,-1,-0.82994,-0.91566,-0.9721,-0.96024,-0.93956,-0.82005,-0.76138,-0.99731,-0.57885,0.42874,95
-0.99566,-1,-0.28085,-0.92658,-0.94788,-0.98012,-0.99328,-0.95161,-0.9554,-0.99872,-0.82944,0.57837,82
-0.91219,-0.84348,-0.77875,-0.93449,-0.92953,-0.92048,-0.93284,-0.91251,-0.90361,-0.76329,-0.99415,-0.99999,0
-0.99892,-1,-0.63631,-0.89458,-0.9354,-0.98012,-0.99328,-0.87813,-0.89617,-0.99965,-0.98714,-0.1139,87
-0.99566,-0.99304,-0.62662,-0.78351,-0.94017,-0.78131,-0.87273,-0.1855,-0.69214,-0.99979,-0.98196,-0.0092364,80
-0.97182,-0.86435,-0.7395,-0.94993,-0.96073,-0.98012,-0.99328,-0.87094,-0.94864,-1,-0.97093,-0.093689,91
-0.98699,-0.99304,-0.57138,-0.86446,-0.90861,-0.3837,-0.83882,-0.75425,-0.94663,-0.99943,-0.92599,0.00059514,76
-0.99675,-0.99652,-0.68298,-0.90361,-0.91411,-0.86084,-0.95299,-0.73837,-0.5713,-0.99887,-0.9863,0.22567,87
-0.99675,-0.99652,-0.42619,-0.90587,-0.93393,-0.82107,-0.87273,-0.71473,-0.82388,-0.99844,-0.98263,-0.11778,80
-0.99133,-0.97913,-0.64034,-0.9247,-0.96954,-0.96024,-0.96642,-0.89206,-0.94203,-0.99688,-0.5299,0.41287,89
-0.9664,-0.90609,-0.95849,-0.97214,-0.97981,-0.98012,-0.99328,-0.67389,-0.68269,-0.9983,-0.31106,0.62628,92
-0.99241,-0.99304,-0.35013,-0.91868,-0.94605,-0.86084,-0.95299,-0.98772,-0.99074,-0.99872,-0.79252,0.35811,85
-1,-1,-0.3884,-0.92733,-0.94531,-0.94036,-0.90631,-0.89682,-0.93083,-0.99879,-0.9848,-0.12272,88
-0.99024,-0.9687,-0.95575,-0.95632,-0.98679,-0.98012,-0.99328,-0.71378,-0.87435,-0.99929,-0.77698,0.55656,95
-0.99241,-0.99304,-0.67393,-0.93336,-0.94164,-0.92048,-0.92612,-0.9292,-0.73492,-0.99844,-0.94136,0.3616,90
-0.98049,-0.99652,-0.10449,-0.57681,-0.60286,-0.4831,-0.86568,-0.23432,-0.00068051,-0.9995,-0.88557,-0.05933,72
-0.97724,-0.89913,-0.7479,-0.99172,-0.98458,-0.98012,-0.99328,-0.9851,-0.97024,-0.99901,-0.98847,0.56917,93
-0.99241,-0.99304,-0.80685,-0.96875,-0.96293,-0.94036,-0.92612,-0.90395,-0.90252,-1,-0.92867,-0.050126,95
-0.99783,-0.99652,-0.99209,-0.99925,-0.99927,-0.98012,-0.99328,-0.99467,-0.99758,-0.99986,0.28366,0.67644,99
-0.98482,-0.97217,-0.15633,-0.92959,-0.95559,-0.64414,-0.5994,-0.96354,-0.96152,-0.9983,-0.84263,0.36455,75
-0.99892,-1,-0.25081,-0.90587,-0.94091,-0.92048,-0.89926,-0.991,-0.94975,-0.99979,-0.88791,-0.0043532,86
-0.96423,-0.90261,-0.12871,-0.83697,-0.90971,-0.66203,-0.85897,-0.687,-0.92317,-0.99929,-0.97511,0.011786,72
-0.99458,-0.99304,-0.39729,-0.92922,-0.9332,-0.92048,-0.93318,-0.98994,-0.89393,-0.99929,-0.93635,-0.050511,87
-0.99892,-0.99652,-0.94364,-0.99435,-0.99633,-0.98012,-0.99328,-0.99375,-0.99503,-1,0.48897,0.66988,99
-0.90461,-0.63826,-0.072997,-0.82417,-0.84071,-0.16501,-0.46273,-0.80895,-0.78013,-1,-0.98363,-0.027446,62
-0.99458,-0.99652,-0.61692,-0.9198,-0.94641,-0.86084,-0.89926,-0.7811,-0.76784,-0.99802,-0.93418,0.23358,84
-1,-1,-0.86192,-0.96687,-0.98422,-0.98012,-0.99328,-0.75689,-0.98208,-0.99929,-0.89793,0.5672,85
-0.98374,-0.95826,-0.74887,-0.96122,-0.97357,-0.88072,-0.96642,-0.95065,-0.96643,-0.99716,-0.96843,-0.055549,89
-0.98699,-0.98957,-0.5562,-0.94239,-0.95412,-0.84095,-0.89926,-0.90009,-0.87217,-0.99915,-0.50986,0.37967,89
-1,-1,-0.75,-0.98607,-0.99192,-0.98012,-0.99328,-0.9929,-0.98826,-0.99929,-0.83378,0.57181,92
-0.99566,-0.98957,-0.54312,-0.94654,-0.95595,-0.94036,-0.88583,-0.98567,-0.95914,-0.99929,-0.94637,-0.11328,91
-0.99458,-0.99652,-0.70026,-0.92432,-0.95669,-0.96024,-0.96642,-0.84729,-0.97625,-0.99802,-0.98045,-0.031848,91
-0.99241,-1,-0.67733,-0.91378,-0.94605,-0.2833,-0.87206,-0.89514,-0.9691,-1,-0.95606,-0.08832,81
-0.9935,-0.98609,-0.70559,-0.97741,-0.97137,-0.9006,-0.97314,-0.94702,-0.91282,-0.99823,-0.98162,0.0063602,90
-0.98374,-0.96522,-0.40698,-0.87199,-0.94091,-0.76143,-0.89221,-0.75717,-0.91689,-0.99702,-0.98329,-0.10422,85
-0.98049,-0.96174,-0.36063,-0.89684,-0.95118,-0.70179,-0.84553,-0.74648,-0.94025,-1,-0.9275,-0.095076,81
-1,-1,-0.97933,-0.99812,-0.99376,-0.96024,-0.98657,-0.99776,-0.93642,-1,0.13598,0.6563,97
-0.95122,-1,-0.44024,-0.92056,-0.95449,0.15308,0.17528,-0.84394,-0.95591,-0.99915,-0.98664,-0.026924,63
-0.99241,-0.98609,-0.47852,-0.7259,-0.9622,-0.9006,-0.95299,0.90633,-0.95537,-0.9995,-0.60107,-0.029679,85
-0.99675,-0.99304,-0.93088,-0.99398,-0.99229,-0.98012,-0.99328,-0.99138,-0.9873,-1,-0.88306,-0.075597,96
-0.94905,-0.77739,-0.79732,-0.83961,-0.90237,-0.94036,-0.97985,-0.23606,0.054902,-0.96386,-0.99666,-0.99998,0
-0.97724,-0.93044,-0.70284,-0.91491,-0.94641,-0.98012,-0.99328,-0.98663,-0.96847,-1,-0.92432,-0.045414,91
-0.96098,-0.8087,-0.35788,-0.94352,-0.95229,-0.98012,-0.99328,-0.99377,-0.99472,-0.99915,-0.87655,0.29086,94
-1,-1,-0.95833,-0.97892,-0.98679,-0.96024,-0.97985,-0.96969,-0.98795,-0.99986,-0.89058,0.56343,96
-0.99892,-1,-0.94606,-0.98193,-0.99339,-0.98012,-0.99328,-0.97489,-0.9835,-0.99858,-0.98714,0.52617,97
-0.94255,-0.75304,-0.33915,-0.82869,-0.86163,-0.58251,-0.90598,-0.85322,-0.93007,-0.99957,-0.9691,-0.12223,72
-0.99892,-0.99652,-0.9207,-0.94277,-0.98752,-0.94036,-0.96642,-0.62316,-0.8531,-0.99858,-0.005847,0.63695,91
-0.98808,-0.99304,-0.61628,-0.90248,-0.94861,-0.86084,-0.90598,-0.60749,-0.98086,-0.99965,-0.93234,0.0092293,86
-0.98374,-0.94783,-0.94993,-0.9311,-0.97981,-0.98012,-0.99328,-0.74504,-0.65689,-0.99901,-0.11828,0.62785,97
-0.99783,-0.99652,-0.93007,-0.96875,-0.97871,-0.96024,-0.98657,-0.99828,-0.98291,-0.99915,-0.89776,0.53507,96
-0.99783,-0.99652,-0.83592,-0.95557,-0.97394,-0.92048,-0.91941,-0.82139,-0.97472,-0.99929,-0.64333,-0.10176,91
-0.98482,-0.98957,-0.44557,-0.86672,-0.90751,-0.66203,-0.9597,-0.637,-0.83754,-0.99929,-0.9716,-0.039123,81
-0.99675,-0.99304,-0.58866,-0.94127,-0.9622,-0.88072,-0.93284,-0.91282,-0.9705,-0.99929,-0.91864,-0.092235,91
-0.98157,-0.99304,-0.59545,-0.92395,-0.96109,-0.94036,-0.93956,-0.55665,-0.97683,-0.99943,-0.90762,-0.015808,87
-0.99458,-0.99304,-0.32106,-0.86521,-0.92256,-0.94036,-0.97985,-0.84543,-0.90092,-0.99957,-0.98079,-0.049405,85
-1,-1,-0.69832,-0.90587,-0.95375,-0.94036,-0.91236,-0.82146,-0.96032,-0.99915,-0.95924,-0.014246,91
-0.94146,-0.76,-0.73983,-0.94842,-0.96403,-0.92048,-0.9597,-0.86106,-0.96278,-0.57973,-0.99449,-0.99999,0
-0.99892,-1,-0.63308,-0.95783,-0.95889,-0.98012,-0.99328,-0.98676,-0.87758,-0.99901,-0.90227,0.46667,95
-0.97398,-0.97565,-0.81605,-0.93712,-0.96403,-0.92048,-0.91303,-0.7559,-0.87488,-0.87243,-0.99465,-0.99999,0
-0.99133,-0.97913,-0.76373,-0.9567,-0.95742,-0.96024,-0.98657,-0.98013,-0.92584,-0.99731,-0.94905,-0.017488,93
-0.97832,-0.99304,-0.49612,-0.92809,-0.96036,-0.52286,-0.82539,-0.78639,-0.90685,-0.99802,-0.76011,0.38001,83
-0.94471,-0.75304,-0.72303,-0.94164,-0.95926,-0.94036,-0.97985,-0.93815,-0.89717,-0.99965,-0.95874,-0.11795,92
-0.95556,-0.78783,-0.86321,-0.96423,-0.97247,-0.84095,-0.84553,-0.96143,-0.96858,-0.99646,-0.91346,-0.058248,91
-0.98482,-0.95826,-0.37096,-0.91755,-0.95045,-0.96024,-0.98657,-0.88226,-0.9026,-0.99745,-0.97277,0.19241,89
-0.99892,-1,-0.95074,-0.98833,-0.99009,-0.94036,-0.96642,-0.94286,-0.99051,-0.99972,-0.33695,0.5869,90
-0.96856,-0.97913,-0.63404,-0.94729,-0.95742,-0.80119,-0.89288,-0.9135,-0.95724,-1,-0.89843,-0.091618,89
-0.96206,-0.82261,-0.36628,-0.92959,-0.94568,-0.98012,-0.99328,-0.95771,-0.96471,-0.99965,-0.83578,-0.035806,89
-0.99783,-1,-0.43637,-0.91679,-0.95706,-0.96024,-0.98657,-0.80398,-0.76343,-0.99802,-0.31089,0.199,91
-0.98699,-1,-0.21802,-0.78426,-0.82088,-0.065606,-0.85225,-0.73959,-0.95481,-0.99915,-0.84481,-0.057725,69
-0.99892,-1,-0.63485,-0.92093,-0.94201,-0.94036,-0.91303,-0.92779,-0.86396,-0.99965,-0.96158,-0.017249,86
-0.99783,-1,-0.76453,-0.95218,-0.95229,-0.98012,-0.99328,-0.96749,-0.92048,-0.99929,0.022386,0.54005,96
-0.97182,-0.97565,-0.42313,-0.90361,-0.95229,-0.84095,-0.88583,-0.83992,-0.84193,-0.99631,-0.98179,0.36989,83
-0.98049,-1,-0.16554,-0.74586,-0.80877,-0.20477,-0.92612,-0.72066,-0.83376,-0.99631,-0.9706,0.377,73
-0.98049,-0.9513,-0.7907,-0.96574,-0.97504,-0.92048,-0.97314,-0.77733,-0.95242,-0.9983,-0.90678,0.35063,93
-1,-1,-0.78747,-0.96762,-0.98312,-0.98012,-0.99328,-0.83037,-0.98426,-1,-0.64317,-0.10002,95
-1,-1,-0.98821,-0.99623,-0.99156,-0.98012,-0.99328,-0.99177,-0.96226,-1,-0.55847,0.57955,97
-1,-1,-0.88808,-0.99172,-0.99119,-0.98012,-0.99328,-0.99687,-0.9409,-1,0.12663,0.65246,98
-1,-1,-0.79651,-0.91002,-0.96256,-0.98012,-0.99328,-0.97819,-0.56938,-0.99915,-0.054795,0.6205,93
-0.94797,-0.76348,-0.4874,-0.95181,-0.95669,-0.96024,-0.98657,-0.97344,-0.97542,-1,-0.93217,0.0070761,89
-1,-1,-0.98789,-0.99812,-0.99339,-0.98012,-0.99328,-0.99858,-0.99049,-1,0.28266,0.67711,97
-0.99783,-0.99652,-0.58559,-0.94842,-0.96807,-0.98012,-0.99328,-0.75939,-0.98025,-0.99858,-0.89392,0.5673,81
-0.98916,-1,-0.53262,-0.83396,-0.86199,-0.10537,-0.90598,-0.78363,-0.99049,-0.9983,0.43735,0.6634,79
-0.95989,-0.8713,-0.5126,-0.90211,-0.93173,-0.94036,-0.93956,-0.98303,-0.85212,-0.99872,-0.94905,-0.086026,91
-0.99024,-1,-0.68185,-0.88328,-0.90861,-0.56163,-0.89892,-0.87478,-0.95678,-0.99915,-0.91731,-0.086328,82
-1,-1,-0.59593,-0.89458,-0.94127,-0.98012,-0.99328,-0.93482,-0.90891,-0.99702,-0.50017,0.4281,92
-0.99566,-1,-0.86047,-0.95331,-0.95852,-0.92048,-0.86568,-0.95523,-0.95718,-0.99915,-0.66321,0.54434,93
-0.96423,-0.85391,-0.53392,-0.93336,-0.95118,-0.96024,-0.98657,-0.9672,-0.92409,-1,-0.90929,-0.039573,88
-0.87426,-0.81913,-0.78876,-0.92809,-0.95045,-0.64215,-0.79181,-0.86952,-0.88155,-1,-0.95723,-0.12379,84
